0  OUTPUT: $18. | ANSWER: 18 | EVALUATION: True
169  OUTPUT: 120 | ANSWER: 120 | EVALUATION: True
170  OUTPUT: $150. | ANSWER: 150 | EVALUATION: True
171  OUTPUT: 1210. | ANSWER: 1210 | EVALUATION: True
172  OUTPUT: 51 | ANSWER: 51 | EVALUATION: True
173  OUTPUT: $18000. | ANSWER: 18000 | EVALUATION: True
174  OUTPUT: 95 | ANSWER: 95 | EVALUATION: True
175  OUTPUT: $6. | ANSWER: 15 | EVALUATION: False
176  OUTPUT: 100. | ANSWER: 100 | EVALUATION: True
177  OUTPUT: 350$. | ANSWER: 350 | EVALUATION: True
178  OUTPUT: 122. | ANSWER: 122 | EVALUATION: True
179  OUTPUT: $130. | ANSWER: 130 | EVALUATION: True
180  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
181  OUTPUT: indeterminate | ANSWER: 160 | EVALUATION: False
182  OUTPUT: To | ANSWER: 23 | EVALUATION: False
183  OUTPUT: -2 seconds | ANSWER: 2 | EVALUATION: False
184  OUTPUT: 25%. | ANSWER: 25 | EVALUATION: False
185  OUTPUT: 30. | ANSWER: 30 | EVALUATION: True
186  OUTPUT: Let's | ANSWER: 5 | EVALUATION: False
187  OUTPUT: $106. | ANSWER: 106 | EVALUATION: True
188  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
189  OUTPUT: $34. | ANSWER: 34 | EVALUATION: True
190  OUTPUT: 360 | ANSWER: 360 | EVALUATION: True
191  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
192  OUTPUT: 91. | ANSWER: 91 | EVALUATION: True
193  OUTPUT: 24. | ANSWER: 24 | EVALUATION: True
194  OUTPUT: $10. | ANSWER: 10 | EVALUATION: True
195  OUTPUT: $12. | ANSWER: 12 | EVALUATION: True
196  OUTPUT: 120 | ANSWER: 120 | EVALUATION: True
197  OUTPUT: 44868. | ANSWER: 6277 | EVALUATION: False
198  OUTPUT: 320. | ANSWER: 320 | EVALUATION: True
199  OUTPUT: 7500 | ANSWER: 7500 | EVALUATION: True
200  OUTPUT: 55 | ANSWER: 55 | EVALUATION: True
201  OUTPUT: $109,100. | ANSWER: 114200 | EVALUATION: False
202  OUTPUT: 100 | ANSWER: 100 | EVALUATION: True
203  OUTPUT: 31. | ANSWER: 31 | EVALUATION: True
204  OUTPUT: 98 | ANSWER: 98 | EVALUATION: True
205  OUTPUT: 191. | ANSWER: 98 | EVALUATION: False
206  OUTPUT: 860 | ANSWER: 860 | EVALUATION: True
207  OUTPUT: 2600g. | ANSWER: 2600 | EVALUATION: False
208  OUTPUT: 76. | ANSWER: 76 | EVALUATION: True
209  OUTPUT: The | ANSWER: 145 | EVALUATION: False
210  OUTPUT: 10. | ANSWER: 10 | EVALUATION: True
211  OUTPUT: Let's | ANSWER: 4 | EVALUATION: False
212  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
213  OUTPUT: 500 | ANSWER: 250 | EVALUATION: False
214  OUTPUT: The | ANSWER: 8 | EVALUATION: False
215  OUTPUT: 44 | ANSWER: 44 | EVALUATION: True
216  OUTPUT: $220. | ANSWER: 220 | EVALUATION: True
217  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
218  OUTPUT: 45. | ANSWER: 45 | EVALUATION: True
219  OUTPUT: 54. | ANSWER: 54 | EVALUATION: True
220  OUTPUT: 70 | ANSWER: 70 | EVALUATION: True
221  OUTPUT: 90 | ANSWER: 90 | EVALUATION: True
222  OUTPUT: 140. | ANSWER: 140 | EVALUATION: True
223  OUTPUT: $20000. | ANSWER: 20000 | EVALUATION: True
224  OUTPUT: $180. | ANSWER: 180 | EVALUATION: True
225  OUTPUT: 9 | ANSWER: 9 | EVALUATION: True
226  OUTPUT: 42%. | ANSWER: 33 | EVALUATION: False
227  OUTPUT: $9.00. | ANSWER: 9 | EVALUATION: False
228  OUTPUT: 1 | ANSWER: 1 | EVALUATION: True
229  OUTPUT: 21. | ANSWER: 21 | EVALUATION: True
230  OUTPUT: $276,000. | ANSWER: 276000 | EVALUATION: False
231  OUTPUT: that | ANSWER: 50 | EVALUATION: False
232  OUTPUT: 75. | ANSWER: 75 | EVALUATION: True
233  OUTPUT: 12. | ANSWER: 12 | EVALUATION: True
234  OUTPUT: 14 | ANSWER: 21 | EVALUATION: False
235  OUTPUT: 10. | ANSWER: 10 | EVALUATION: True
236  OUTPUT: 30 | ANSWER: 31 | EVALUATION: False
237  OUTPUT: $90. | ANSWER: 90 | EVALUATION: True
238  OUTPUT: 68. | ANSWER: 68 | EVALUATION: True
239  OUTPUT: 280. | ANSWER: 280 | EVALUATION: True
240  OUTPUT: 21. | ANSWER: 21 | EVALUATION: True
241  OUTPUT: 6. | ANSWER: 6 | EVALUATION: True
242  OUTPUT: Mike | ANSWER: 3 | EVALUATION: False
243  OUTPUT: 250 | ANSWER: 250 | EVALUATION: True
244  OUTPUT: 20. | ANSWER: 20 | EVALUATION: True
245  OUTPUT: Let's | ANSWER: 7 | EVALUATION: False
246  OUTPUT: $27,000. | ANSWER: 27000 | EVALUATION: False
247  OUTPUT: $32. | ANSWER: 32 | EVALUATION: True
248  OUTPUT: $300. | ANSWER: 300 | EVALUATION: True
249  OUTPUT: 5600 | ANSWER: 5600 | EVALUATION: True
250  OUTPUT: 17. | ANSWER: 17 | EVALUATION: True
251  OUTPUT: 70. | ANSWER: 70 | EVALUATION: True
252  OUTPUT: 73. | ANSWER: 73 | EVALUATION: True
253  OUTPUT: 18. | ANSWER: 18 | EVALUATION: True
254  OUTPUT: 84. | ANSWER: 84 | EVALUATION: True
255  OUTPUT: 96 | ANSWER: 192 | EVALUATION: False
256  OUTPUT: $45. | ANSWER: 45 | EVALUATION: True
257  OUTPUT: 5600 | ANSWER: 5600 | EVALUATION: True
258  OUTPUT: $6.00. | ANSWER: 6 | EVALUATION: False
259  OUTPUT: 92. | ANSWER: 168 | EVALUATION: False
260  OUTPUT: 11 | ANSWER: 11 | EVALUATION: True
261  OUTPUT: $62. | ANSWER: 62 | EVALUATION: True
262  OUTPUT: 270. | ANSWER: 270 | EVALUATION: True
263  OUTPUT: 8. | ANSWER: 8 | EVALUATION: True
264  OUTPUT: $400. | ANSWER: 400 | EVALUATION: True
265  OUTPUT: $9,500. | ANSWER: 9500 | EVALUATION: False
266  OUTPUT: $118,000. | ANSWER: 118000 | EVALUATION: False
267  OUTPUT: 51 | ANSWER: 91 | EVALUATION: False
268  OUTPUT: $1375. | ANSWER: 1375 | EVALUATION: True
269  OUTPUT: 4. | ANSWER: 4 | EVALUATION: True
270  OUTPUT: 762. | ANSWER: 762 | EVALUATION: True
271  OUTPUT: The | ANSWER: 20 | EVALUATION: False
272  OUTPUT: $5. | ANSWER: 5 | EVALUATION: True
273  OUTPUT: To | ANSWER: 315 | EVALUATION: False
274  OUTPUT: $3200. | ANSWER: 3200 | EVALUATION: True
275  OUTPUT: 138. | ANSWER: 138 | EVALUATION: True
276  OUTPUT: 9. | ANSWER: 9 | EVALUATION: True
277  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
278  OUTPUT: The | ANSWER: 40 | EVALUATION: False
279  OUTPUT: Sam | ANSWER: 6 | EVALUATION: False
280  OUTPUT: $7.00. | ANSWER: 7 | EVALUATION: False
281  OUTPUT: 2450. | ANSWER: 2450 | EVALUATION: True
282  OUTPUT: $195. | ANSWER: 195 | EVALUATION: True
283  OUTPUT: 68. | ANSWER: 68 | EVALUATION: True
284  OUTPUT: 360. | ANSWER: 360 | EVALUATION: True
285  OUTPUT: 21. | ANSWER: 21 | EVALUATION: True
286  OUTPUT: 90 | ANSWER: 90 | EVALUATION: True
287  OUTPUT: 8. | ANSWER: 8 | EVALUATION: True
288  OUTPUT: 3. | ANSWER: 3 | EVALUATION: True
289  OUTPUT: To | ANSWER: 16 | EVALUATION: False
290  OUTPUT: 390. | ANSWER: 390 | EVALUATION: True
291  OUTPUT: 2. | ANSWER: 2 | EVALUATION: True
292  OUTPUT: $75. | ANSWER: 75 | EVALUATION: True
293  OUTPUT: 83. | ANSWER: 83 | EVALUATION: True
294  OUTPUT: 3. | ANSWER: 3 | EVALUATION: True
295  OUTPUT: 370. | ANSWER: 370 | EVALUATION: True
296  OUTPUT: 21 | ANSWER: 3 | EVALUATION: False
297  OUTPUT: 55 | ANSWER: 55 | EVALUATION: True
298  OUTPUT: $300. | ANSWER: 500 | EVALUATION: False
299  OUTPUT: $31,800 | ANSWER: 31800 | EVALUATION: False
300  OUTPUT: 78 | ANSWER: 78 | EVALUATION: True
301  OUTPUT: 8. | ANSWER: 8 | EVALUATION: True
302  OUTPUT: $15. | ANSWER: 15 | EVALUATION: True
303  OUTPUT: $2200 | ANSWER: 1300 | EVALUATION: False
304  OUTPUT: $2300. | ANSWER: 3200 | EVALUATION: False
305  OUTPUT: 4. | ANSWER: 4 | EVALUATION: True
306  OUTPUT: 10. | ANSWER: 10 | EVALUATION: True
307  OUTPUT: 2 | ANSWER: 16 | EVALUATION: False
308  OUTPUT: $6. | ANSWER: 6 | EVALUATION: True
309  OUTPUT: 8. | ANSWER: 8 | EVALUATION: True
310  OUTPUT: $2050. | ANSWER: 2050 | EVALUATION: True
311  OUTPUT: 91. | ANSWER: 91 | EVALUATION: True
312  OUTPUT: Trent | ANSWER: 32 | EVALUATION: False
313  OUTPUT: 120,000. | ANSWER: 120000 | EVALUATION: False
314  OUTPUT: 42. | ANSWER: 30 | EVALUATION: False
315  OUTPUT: 14. | ANSWER: 14 | EVALUATION: True
316  OUTPUT: 56 | ANSWER: 156 | EVALUATION: False
317  OUTPUT: $12. | ANSWER: 12 | EVALUATION: True
318  OUTPUT: 123. | ANSWER: 123 | EVALUATION: True
319  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
320  OUTPUT: 8 | ANSWER: 8 | EVALUATION: True
321  OUTPUT: To | ANSWER: 1 | EVALUATION: False
322  OUTPUT: 2. | ANSWER: 9 | EVALUATION: False
323  OUTPUT: 75 | ANSWER: 75 | EVALUATION: True
324  OUTPUT: 15. | ANSWER: 14 | EVALUATION: False
325  OUTPUT: $224,000. | ANSWER: 224000 | EVALUATION: False
326  OUTPUT: 14. | ANSWER: 14 | EVALUATION: True
327  OUTPUT: 31. | ANSWER: 31 | EVALUATION: True
328  OUTPUT: 0.02 | ANSWER: 2 | EVALUATION: False
329  OUTPUT: 14. | ANSWER: 14 | EVALUATION: True
330  OUTPUT: $31. | ANSWER: 31 | EVALUATION: True
331  OUTPUT: $8,400. | ANSWER: 8400 | EVALUATION: False
332  OUTPUT: 44. | ANSWER: 44 | EVALUATION: True
333  OUTPUT: $100. | ANSWER: 100 | EVALUATION: True
334  OUTPUT: 6. | ANSWER: 6 | EVALUATION: True
335  OUTPUT: 310 | ANSWER: 310 | EVALUATION: True
336  OUTPUT: 96, 72, 168 | ANSWER: 72 | EVALUATION: False
337  OUTPUT: 1. | ANSWER: 1 | EVALUATION: True
338  OUTPUT: The | ANSWER: 60 | EVALUATION: False
339  OUTPUT: 160. | ANSWER: 160 | EVALUATION: True
340  OUTPUT: 3. | ANSWER: 4 | EVALUATION: False
341  OUTPUT: 210 | ANSWER: 260 | EVALUATION: False
342  OUTPUT: 87. | ANSWER: 87 | EVALUATION: True
343  OUTPUT: 180,000 | ANSWER: 180000 | EVALUATION: False
344  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
345  OUTPUT: 310. | ANSWER: 310 | EVALUATION: True
346  OUTPUT: 9. | ANSWER: 9 | EVALUATION: True
347  OUTPUT: $36. | ANSWER: 36 | EVALUATION: True
348  OUTPUT: 10%. | ANSWER: 10 | EVALUATION: False
349  OUTPUT: $2640. | ANSWER: 2640 | EVALUATION: True
350  OUTPUT: 8 | ANSWER: 8 | EVALUATION: True
351  OUTPUT: 10. | ANSWER: 10 | EVALUATION: True
352  OUTPUT: $21. | ANSWER: 21 | EVALUATION: True
353  OUTPUT: 8 | ANSWER: 20 | EVALUATION: False
354  OUTPUT: Annabelle | ANSWER: 45 | EVALUATION: False
355  OUTPUT: To | ANSWER: 34 | EVALUATION: False
356  OUTPUT: Dean | ANSWER: 21 | EVALUATION: False
357  OUTPUT: 6. | ANSWER: 2 | EVALUATION: False
358  OUTPUT: $20. | ANSWER: 20 | EVALUATION: True
359  OUTPUT: $8 | ANSWER: 4 | EVALUATION: False
360  OUTPUT: To | ANSWER: 25 | EVALUATION: False
361  OUTPUT: 60. | ANSWER: 20 | EVALUATION: False
362  OUTPUT: 23 | ANSWER: 23 | EVALUATION: True
363  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
364  OUTPUT: 49. | ANSWER: 49 | EVALUATION: True
365  OUTPUT: 18. | ANSWER: 18 | EVALUATION: True
366  OUTPUT: 9. | ANSWER: 9 | EVALUATION: True
367  OUTPUT: 0. | ANSWER: 19 | EVALUATION: False
368  OUTPUT: 10. | ANSWER: 18 | EVALUATION: False
369  OUTPUT: $1198. | ANSWER: 1198 | EVALUATION: True
370  OUTPUT: $320. | ANSWER: 320 | EVALUATION: True
371  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
372  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
373  OUTPUT: $240,000. | ANSWER: 240000 | EVALUATION: False
374  OUTPUT: 45 | ANSWER: 45 | EVALUATION: True
375  OUTPUT: 48. | ANSWER: 48 | EVALUATION: True
376  OUTPUT: 20 | ANSWER: 15 | EVALUATION: False
377  OUTPUT: 50. | ANSWER: 50 | EVALUATION: True
378  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
379  OUTPUT: 21. | ANSWER: 21 | EVALUATION: True
380  OUTPUT: $803. | ANSWER: 803 | EVALUATION: True
381  OUTPUT: 67 | ANSWER: 67 | EVALUATION: True
382  OUTPUT: 350. | ANSWER: 350 | EVALUATION: True
383  OUTPUT: $2. | ANSWER: 2 | EVALUATION: True
384  OUTPUT: 32 | ANSWER: 32 | EVALUATION: True
385  OUTPUT: 29. | ANSWER: 16 | EVALUATION: False
386  OUTPUT: 80. | ANSWER: 80 | EVALUATION: True
387  OUTPUT: $36. | ANSWER: 36 | EVALUATION: True
388  OUTPUT: 88. | ANSWER: 88 | EVALUATION: True
389  OUTPUT: $12. | ANSWER: 6 | EVALUATION: False
390  OUTPUT: 12 | ANSWER: 12 | EVALUATION: True
391  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
392  OUTPUT: $34. | ANSWER: 34 | EVALUATION: True
393  OUTPUT: 20%. | ANSWER: 20 | EVALUATION: False
394  OUTPUT: (2x | ANSWER: 92 | EVALUATION: False
395  OUTPUT: 38. | ANSWER: 38 | EVALUATION: True
396  OUTPUT: 3. | ANSWER: 3 | EVALUATION: True
397  OUTPUT: 30. | ANSWER: 25 | EVALUATION: False
398  OUTPUT: 168 | ANSWER: 168 | EVALUATION: True
399  OUTPUT: 2. | ANSWER: 12 | EVALUATION: False
400  OUTPUT: 48 | ANSWER: 48 | EVALUATION: True
401  OUTPUT: $14,400. | ANSWER: 14400 | EVALUATION: False
402  OUTPUT: 4. | ANSWER: 4 | EVALUATION: True
403  OUTPUT: 135 | ANSWER: 81 | EVALUATION: False
404  OUTPUT: 22 | ANSWER: 22 | EVALUATION: True
405  OUTPUT: $50.00. | ANSWER: 50 | EVALUATION: False
406  OUTPUT: 180. | ANSWER: 200 | EVALUATION: False
407  OUTPUT: 2,000. | ANSWER: 2000 | EVALUATION: False
408  OUTPUT: Toby | ANSWER: 20 | EVALUATION: False
409  OUTPUT: $42,000. | ANSWER: 168000 | EVALUATION: False
410  OUTPUT: $4.50. | ANSWER: 3 | EVALUATION: False
411  OUTPUT: $1110. | ANSWER: 1110 | EVALUATION: True
412  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
413  OUTPUT: 500. | ANSWER: 25 | EVALUATION: False
414  OUTPUT: $56. | ANSWER: 56 | EVALUATION: True
415  OUTPUT: 350. | ANSWER: 350 | EVALUATION: True
416  OUTPUT: To | ANSWER: 56 | EVALUATION: False
417  OUTPUT: 3140 | ANSWER: 3140 | EVALUATION: True
418  OUTPUT: Timothy's | ANSWER: 40 | EVALUATION: False
419  OUTPUT: 7,000 | ANSWER: 3000 | EVALUATION: False
420  OUTPUT: $13000. | ANSWER: 17000 | EVALUATION: False
421  OUTPUT: 12. | ANSWER: 12 | EVALUATION: True
422  OUTPUT: $284. | ANSWER: 284 | EVALUATION: True
423  OUTPUT: There is no numerical solution in this message. | ANSWER: 8 | EVALUATION: False
424  OUTPUT: 570 | ANSWER: 570 | EVALUATION: True
425  OUTPUT: 150. | ANSWER: 150 | EVALUATION: True
426  OUTPUT: $11. | ANSWER: 11 | EVALUATION: True
427  OUTPUT: 225. | ANSWER: 150 | EVALUATION: False
428  OUTPUT: 32 | ANSWER: 26 | EVALUATION: False
429  OUTPUT: 13. | ANSWER: 13 | EVALUATION: True
430  OUTPUT: $132.00. | ANSWER: 132 | EVALUATION: False
