0  OUTPUT: $18. | ANSWER: 18 | EVALUATION: True
31  OUTPUT: 80 | ANSWER: 80 | EVALUATION: True
32  OUTPUT: 35 | ANSWER: 35 | EVALUATION: True
33  OUTPUT: 40 silver coins and 70 gold coins. | ANSWER: 70 | EVALUATION: False
34  OUTPUT: 23. | ANSWER: 23 | EVALUATION: True
35  OUTPUT: 9 | ANSWER: 9 | EVALUATION: True
36  OUTPUT: $75.00. | ANSWER: 75 | EVALUATION: False
37  OUTPUT: 11 | ANSWER: 2 | EVALUATION: False
38  OUTPUT: 6.67 and 13.33 | ANSWER: 10 | EVALUATION: False
39  OUTPUT: 36 | ANSWER: 18 | EVALUATION: False
40  OUTPUT: 8 | ANSWER: 8 | EVALUATION: True
41  OUTPUT: 200 | ANSWER: 200 | EVALUATION: True
42  OUTPUT: 26 | ANSWER: 26 | EVALUATION: True
43  OUTPUT: 48 | ANSWER: 48 | EVALUATION: True
44  OUTPUT: 20.00 | ANSWER: 20 | EVALUATION: False
45  OUTPUT: 44 | ANSWER: 104 | EVALUATION: False
46  OUTPUT: 197 | ANSWER: 163 | EVALUATION: False
47  OUTPUT: 800 | ANSWER: 800 | EVALUATION: True
48  OUTPUT: 8 | ANSWER: 8 | EVALUATION: True
49  OUTPUT: 30 | ANSWER: 30 | EVALUATION: True
50  OUTPUT: 294 | ANSWER: 294 | EVALUATION: True
51  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
52  OUTPUT: 15 | ANSWER: 15 | EVALUATION: True
53  OUTPUT: $40. | ANSWER: 40 | EVALUATION: True
54  OUTPUT: 33 | ANSWER: 40 | EVALUATION: False
55  OUTPUT: 14. | ANSWER: 14 | EVALUATION: True
56  OUTPUT: 3. | ANSWER: 3 | EVALUATION: True
57  OUTPUT: 83 | ANSWER: 83 | EVALUATION: True
58  OUTPUT: 57.00 | ANSWER: 57 | EVALUATION: False
59  OUTPUT: 187 | ANSWER: 187 | EVALUATION: True
60  OUTPUT: 17 | ANSWER: 17 | EVALUATION: True
61  OUTPUT: $1430. | ANSWER: 1430 | EVALUATION: True
62  OUTPUT: 75000 | ANSWER: 25000 | EVALUATION: False
63  OUTPUT: 1596 | ANSWER: 1596 | EVALUATION: True
64  OUTPUT: 150 | ANSWER: 300 | EVALUATION: False
65  OUTPUT: 36 | ANSWER: 36 | EVALUATION: True
66  OUTPUT: 48 | ANSWER: 48 | EVALUATION: True
67  OUTPUT: 595 | ANSWER: 595 | EVALUATION: True
68  OUTPUT: 36 | ANSWER: 36 | EVALUATION: True
69  OUTPUT: 60 | ANSWER: 60 | EVALUATION: True
70  OUTPUT: 7425.00 | ANSWER: 7425 | EVALUATION: False
71  OUTPUT: 60. | ANSWER: 60 | EVALUATION: True
72  OUTPUT: 221 | ANSWER: 221 | EVALUATION: True
73  OUTPUT: $255 | ANSWER: 255 | EVALUATION: True
74  OUTPUT: 88 | ANSWER: 88 | EVALUATION: True
75  OUTPUT: 7.5 | ANSWER: 60 | EVALUATION: False
76  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
77  OUTPUT: 100 | ANSWER: 100 | EVALUATION: True
78  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
79  OUTPUT: 70 | ANSWER: 70 | EVALUATION: True
80  OUTPUT: 10 | ANSWER: 10 | EVALUATION: True
81  OUTPUT: 17. | ANSWER: 17 | EVALUATION: True
82  OUTPUT: 623 | ANSWER: 623 | EVALUATION: True
83  OUTPUT: 600. | ANSWER: 600 | EVALUATION: True
84  OUTPUT: 15 | ANSWER: 15 | EVALUATION: True
85  OUTPUT: 44. | ANSWER: 44 | EVALUATION: True
86  OUTPUT: 22. | ANSWER: 22 | EVALUATION: True
87  OUTPUT: 9360 | ANSWER: 9360 | EVALUATION: True
88  OUTPUT: 8000 | ANSWER: 8000 | EVALUATION: True
89  OUTPUT: 24 | ANSWER: 24 | EVALUATION: True
90  OUTPUT: 225 | ANSWER: 225 | EVALUATION: True
91  OUTPUT: 28 | ANSWER: 28 | EVALUATION: True
92  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
93  OUTPUT: 36 | ANSWER: 36 | EVALUATION: True
94  OUTPUT: 348 | ANSWER: 348 | EVALUATION: True
95  OUTPUT: 40 | ANSWER: 40 | EVALUATION: True
96  OUTPUT: 3. | ANSWER: 3 | EVALUATION: True
97  OUTPUT: 12 | ANSWER: 12 | EVALUATION: True
98  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
99  OUTPUT: 58. | ANSWER: 58 | EVALUATION: True
100  OUTPUT: 175 | ANSWER: 175 | EVALUATION: True
101  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
102  OUTPUT: 15 | ANSWER: 26 | EVALUATION: False
103  OUTPUT: 140 | ANSWER: 140 | EVALUATION: True
104  OUTPUT: 500. | ANSWER: 500 | EVALUATION: True
105  OUTPUT: 20. | ANSWER: 20 | EVALUATION: True
106  OUTPUT: 72 | ANSWER: 72 | EVALUATION: True
107  OUTPUT: 3 | ANSWER: 3 | EVALUATION: True
108  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
109  OUTPUT: $28.00. | ANSWER: 28 | EVALUATION: False
110  OUTPUT: 45 | ANSWER: 45 | EVALUATION: True
111  OUTPUT: 20 | ANSWER: 16 | EVALUATION: False
112  OUTPUT: 24. | ANSWER: 24 | EVALUATION: True
113  OUTPUT: 25 | ANSWER: 25 | EVALUATION: True
114  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
115  OUTPUT: 90 | ANSWER: 90 | EVALUATION: True
116  OUTPUT: 42 | ANSWER: 42 | EVALUATION: True
117  OUTPUT: $360. | ANSWER: 360 | EVALUATION: True
118  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
119  OUTPUT: 99076.92 | ANSWER: 95200 | EVALUATION: False
120  OUTPUT: 240 | ANSWER: 240 | EVALUATION: True
121  OUTPUT: 27. | ANSWER: 27 | EVALUATION: True
122  OUTPUT: 48 | ANSWER: 48 | EVALUATION: True
123  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
124  OUTPUT: 10. | ANSWER: 10 | EVALUATION: True
125  OUTPUT: 14. | ANSWER: 10 | EVALUATION: False
126  OUTPUT: 82 | ANSWER: 82 | EVALUATION: True
127  OUTPUT: 120. | ANSWER: 120 | EVALUATION: True
128  OUTPUT: 880 | ANSWER: 880 | EVALUATION: True
129  OUTPUT: $10,000 | ANSWER: 10000 | EVALUATION: False
130  OUTPUT: 30. | ANSWER: 30 | EVALUATION: True
131  OUTPUT: $940. | ANSWER: 940 | EVALUATION: True
132  OUTPUT: 36 | ANSWER: 60 | EVALUATION: False
133  OUTPUT: 13 | ANSWER: 13 | EVALUATION: True
134  OUTPUT: 720 | ANSWER: 720 | EVALUATION: True
135  OUTPUT: 40. | ANSWER: 40 | EVALUATION: True
136  OUTPUT: 6. | ANSWER: 6 | EVALUATION: True
137  OUTPUT: 29.00 | ANSWER: 29 | EVALUATION: False
138  OUTPUT: 5. | ANSWER: 105 | EVALUATION: False
139  OUTPUT: 70 | ANSWER: 70 | EVALUATION: True
140  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
141  OUTPUT: 400 | ANSWER: 400 | EVALUATION: True
142  OUTPUT: 140 | ANSWER: 140 | EVALUATION: True
143  OUTPUT: 16.50 | ANSWER: 16 | EVALUATION: False
144  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
145  OUTPUT: 4000. | ANSWER: 4000 | EVALUATION: True
146  OUTPUT: 2125. | ANSWER: 2125 | EVALUATION: True
147  OUTPUT: 30 | ANSWER: 75 | EVALUATION: False
148  OUTPUT: 30 | ANSWER: 30 | EVALUATION: True
149  OUTPUT: 16 | ANSWER: 16 | EVALUATION: True
150  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
151  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
152  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
153  OUTPUT: 68 | ANSWER: 48 | EVALUATION: False
154  OUTPUT: 272 | ANSWER: 272 | EVALUATION: True
155  OUTPUT: 280 | ANSWER: 280 | EVALUATION: True
156  OUTPUT: 1400 | ANSWER: 1400 | EVALUATION: True
157  OUTPUT: 280 | ANSWER: 80 | EVALUATION: False
158  OUTPUT: 34 | ANSWER: 34 | EVALUATION: True
159  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
160  OUTPUT: 16 | ANSWER: 16 | EVALUATION: True
161  OUTPUT: 32 | ANSWER: 32 | EVALUATION: True
162  OUTPUT: $532.46. | ANSWER: 92 | EVALUATION: False
163  OUTPUT: 35 | ANSWER: 50 | EVALUATION: False
164  OUTPUT: 15 | ANSWER: 15 | EVALUATION: True
165  OUTPUT: 77 | ANSWER: 77 | EVALUATION: True
166  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
167  OUTPUT: 16 | ANSWER: 16 | EVALUATION: True
168  OUTPUT: 18 | ANSWER: 18 | EVALUATION: True
169  OUTPUT: 120 | ANSWER: 120 | EVALUATION: True
170  OUTPUT: 150 | ANSWER: 150 | EVALUATION: True
171  OUTPUT: 1210 | ANSWER: 1210 | EVALUATION: True
172  OUTPUT: 51. | ANSWER: 51 | EVALUATION: True
173  OUTPUT: 18000 | ANSWER: 18000 | EVALUATION: True
174  OUTPUT: 95 | ANSWER: 95 | EVALUATION: True
175  OUTPUT: $15 | ANSWER: 15 | EVALUATION: True
176  OUTPUT: 100. | ANSWER: 100 | EVALUATION: True
177  OUTPUT: $350. | ANSWER: 350 | EVALUATION: True
178  OUTPUT: 122 | ANSWER: 122 | EVALUATION: True
179  OUTPUT: $130 | ANSWER: 130 | EVALUATION: True
180  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
181  OUTPUT: There is no specific numerical solution given in the message. | ANSWER: 160 | EVALUATION: False
182  OUTPUT: 23 | ANSWER: 23 | EVALUATION: True
183  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
184  OUTPUT: 66.67 | ANSWER: 25 | EVALUATION: False
185  OUTPUT: 30. | ANSWER: 30 | EVALUATION: True
186  OUTPUT: 8. | ANSWER: 5 | EVALUATION: False
187  OUTPUT: 106 | ANSWER: 106 | EVALUATION: True
188  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
189  OUTPUT: 29.50 | ANSWER: 34 | EVALUATION: False
190  OUTPUT: 360 | ANSWER: 360 | EVALUATION: True
191  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
192  OUTPUT: 91 | ANSWER: 91 | EVALUATION: True
193  OUTPUT: 24 | ANSWER: 24 | EVALUATION: True
194  OUTPUT: $10. | ANSWER: 10 | EVALUATION: True
195  OUTPUT: 12 | ANSWER: 12 | EVALUATION: True
196  OUTPUT: 120 | ANSWER: 120 | EVALUATION: True
197  OUTPUT: 6277 | ANSWER: 6277 | EVALUATION: True
198  OUTPUT: 360 | ANSWER: 320 | EVALUATION: False
199  OUTPUT: 7500 | ANSWER: 7500 | EVALUATION: True
200  OUTPUT: 55 | ANSWER: 55 | EVALUATION: True
201  OUTPUT: 369,200 | ANSWER: 114200 | EVALUATION: False
202  OUTPUT: 100 | ANSWER: 100 | EVALUATION: True
203  OUTPUT: 31 | ANSWER: 31 | EVALUATION: True
204  OUTPUT: 98. | ANSWER: 98 | EVALUATION: True
205  OUTPUT: 487. | ANSWER: 98 | EVALUATION: False
206  OUTPUT: 860 | ANSWER: 860 | EVALUATION: True
207  OUTPUT: 2600 | ANSWER: 2600 | EVALUATION: True
208  OUTPUT: 76 | ANSWER: 76 | EVALUATION: True
209  OUTPUT: 145 | ANSWER: 145 | EVALUATION: True
210  OUTPUT: 18. | ANSWER: 10 | EVALUATION: False
211  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
212  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
213  OUTPUT: 250 | ANSWER: 250 | EVALUATION: True
214  OUTPUT: 0 | ANSWER: 8 | EVALUATION: False
215  OUTPUT: 44 | ANSWER: 44 | EVALUATION: True
216  OUTPUT: 220 | ANSWER: 220 | EVALUATION: True
217  OUTPUT: 15 | ANSWER: 15 | EVALUATION: True
218  OUTPUT: 45. | ANSWER: 45 | EVALUATION: True
219  OUTPUT: 54. | ANSWER: 54 | EVALUATION: True
220  OUTPUT: 70 | ANSWER: 70 | EVALUATION: True
221  OUTPUT: 90 | ANSWER: 90 | EVALUATION: True
222  OUTPUT: 140. | ANSWER: 140 | EVALUATION: True
223  OUTPUT: 20000 | ANSWER: 20000 | EVALUATION: True
224  OUTPUT: 180 | ANSWER: 180 | EVALUATION: True
225  OUTPUT: 9 | ANSWER: 9 | EVALUATION: True
226  OUTPUT: 39%. | ANSWER: 33 | EVALUATION: False
227  OUTPUT: 9.00 | ANSWER: 9 | EVALUATION: False
228  OUTPUT: 1 | ANSWER: 1 | EVALUATION: True
229  OUTPUT: 21 | ANSWER: 21 | EVALUATION: True
230  OUTPUT: 276000 | ANSWER: 276000 | EVALUATION: True
231  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
232  OUTPUT: 75. | ANSWER: 75 | EVALUATION: True
233  OUTPUT: 12. | ANSWER: 12 | EVALUATION: True
234  OUTPUT: 21 | ANSWER: 21 | EVALUATION: True
235  OUTPUT: 10 | ANSWER: 10 | EVALUATION: True
236  OUTPUT: 6. | ANSWER: 31 | EVALUATION: False
237  OUTPUT: $90. | ANSWER: 90 | EVALUATION: True
238  OUTPUT: 68 | ANSWER: 68 | EVALUATION: True
239  OUTPUT: 280 | ANSWER: 280 | EVALUATION: True
240  OUTPUT: 21. | ANSWER: 21 | EVALUATION: True
241  OUTPUT: 6. | ANSWER: 6 | EVALUATION: True
242  OUTPUT: 3 | ANSWER: 3 | EVALUATION: True
243  OUTPUT: 250 | ANSWER: 250 | EVALUATION: True
244  OUTPUT: 18. | ANSWER: 20 | EVALUATION: False
245  OUTPUT: 14 | ANSWER: 7 | EVALUATION: False
246  OUTPUT: 27000 | ANSWER: 27000 | EVALUATION: True
247  OUTPUT: $32. | ANSWER: 32 | EVALUATION: True
248  OUTPUT: 300 | ANSWER: 300 | EVALUATION: True
249  OUTPUT: 5600 | ANSWER: 5600 | EVALUATION: True
250  OUTPUT: 27 | ANSWER: 17 | EVALUATION: False
251  OUTPUT: 70. | ANSWER: 70 | EVALUATION: True
252  OUTPUT: 4x + 22 | ANSWER: 73 | EVALUATION: False
253  OUTPUT: 18 | ANSWER: 18 | EVALUATION: True
254  OUTPUT: 84. | ANSWER: 84 | EVALUATION: True
255  OUTPUT: 176 | ANSWER: 192 | EVALUATION: False
256  OUTPUT: 45 | ANSWER: 45 | EVALUATION: True
257  OUTPUT: 8000 | ANSWER: 5600 | EVALUATION: False
258  OUTPUT: 6.00 | ANSWER: 6 | EVALUATION: False
259  OUTPUT: 168 | ANSWER: 168 | EVALUATION: True
260  OUTPUT: 11 | ANSWER: 11 | EVALUATION: True
261  OUTPUT: 62 | ANSWER: 62 | EVALUATION: True
262  OUTPUT: 270. | ANSWER: 270 | EVALUATION: True
263  OUTPUT: 8. | ANSWER: 8 | EVALUATION: True
264  OUTPUT: 400 | ANSWER: 400 | EVALUATION: True
265  OUTPUT: $9,500. | ANSWER: 9500 | EVALUATION: False
266  OUTPUT: 118,000 | ANSWER: 118000 | EVALUATION: False
267  OUTPUT: 51 | ANSWER: 91 | EVALUATION: False
268  OUTPUT: 1375 | ANSWER: 1375 | EVALUATION: True
269  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
270  OUTPUT: 762. | ANSWER: 762 | EVALUATION: True
271  OUTPUT: 20. | ANSWER: 20 | EVALUATION: True
272  OUTPUT: $5. | ANSWER: 5 | EVALUATION: True
273  OUTPUT: 315 | ANSWER: 315 | EVALUATION: True
274  OUTPUT: 3200 | ANSWER: 3200 | EVALUATION: True
275  OUTPUT: 138 | ANSWER: 138 | EVALUATION: True
276  OUTPUT: 9 | ANSWER: 9 | EVALUATION: True
277  OUTPUT: The numerical solution is 4 hours. | ANSWER: 4 | EVALUATION: False
278  OUTPUT: 40 | ANSWER: 40 | EVALUATION: True
279  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
280  OUTPUT: 7 | ANSWER: 7 | EVALUATION: True
281  OUTPUT: 2450 | ANSWER: 2450 | EVALUATION: True
282  OUTPUT: 195 | ANSWER: 195 | EVALUATION: True
283  OUTPUT: 68. | ANSWER: 68 | EVALUATION: True
284  OUTPUT: 360 | ANSWER: 360 | EVALUATION: True
285  OUTPUT: 21. | ANSWER: 21 | EVALUATION: True
286  OUTPUT: 90 | ANSWER: 90 | EVALUATION: True
287  OUTPUT: 76 | ANSWER: 8 | EVALUATION: False
288  OUTPUT: 3 | ANSWER: 3 | EVALUATION: True
289  OUTPUT: 16 | ANSWER: 16 | EVALUATION: True
290  OUTPUT: 390. | ANSWER: 390 | EVALUATION: True
291  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
292  OUTPUT: $15. | ANSWER: 75 | EVALUATION: False
293  OUTPUT: 84 | ANSWER: 83 | EVALUATION: False
294  OUTPUT: 3. | ANSWER: 3 | EVALUATION: True
295  OUTPUT: 370 | ANSWER: 370 | EVALUATION: True
296  OUTPUT: 42 kg of rice will last for 3 weeks. | ANSWER: 3 | EVALUATION: False
297  OUTPUT: 55 | ANSWER: 55 | EVALUATION: True
298  OUTPUT: 400 | ANSWER: 500 | EVALUATION: False
299  OUTPUT: 31800 | ANSWER: 31800 | EVALUATION: True
300  OUTPUT: 78 | ANSWER: 78 | EVALUATION: True
301  OUTPUT: 8 | ANSWER: 8 | EVALUATION: True
302  OUTPUT: 15 | ANSWER: 15 | EVALUATION: True
303  OUTPUT: 2200 | ANSWER: 1300 | EVALUATION: False
304  OUTPUT: 3200 | ANSWER: 3200 | EVALUATION: True
305  OUTPUT: 16 | ANSWER: 4 | EVALUATION: False
306  OUTPUT: 10. | ANSWER: 10 | EVALUATION: True
307  OUTPUT: 2 | ANSWER: 16 | EVALUATION: False
308  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
309  OUTPUT: 8 | ANSWER: 8 | EVALUATION: True
310  OUTPUT: 4000 | ANSWER: 2050 | EVALUATION: False
311  OUTPUT: 91 | ANSWER: 91 | EVALUATION: True
312  OUTPUT: 32 | ANSWER: 32 | EVALUATION: True
313  OUTPUT: 138,000 | ANSWER: 120000 | EVALUATION: False
314  OUTPUT: 42 | ANSWER: 30 | EVALUATION: False
315  OUTPUT: 14 | ANSWER: 14 | EVALUATION: True
316  OUTPUT: 56 | ANSWER: 156 | EVALUATION: False
317  OUTPUT: 12 | ANSWER: 12 | EVALUATION: True
318  OUTPUT: 123 | ANSWER: 123 | EVALUATION: True
319  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
320  OUTPUT: 7 | ANSWER: 8 | EVALUATION: False
321  OUTPUT: 1 | ANSWER: 1 | EVALUATION: True
322  OUTPUT: 24 | ANSWER: 9 | EVALUATION: False
323  OUTPUT: 75 | ANSWER: 75 | EVALUATION: True
324  OUTPUT: 14. | ANSWER: 14 | EVALUATION: True
325  OUTPUT: 224000 | ANSWER: 224000 | EVALUATION: True
326  OUTPUT: 14. | ANSWER: 14 | EVALUATION: True
327  OUTPUT: 31. | ANSWER: 31 | EVALUATION: True
328  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
329  OUTPUT: 14. | ANSWER: 14 | EVALUATION: True
330  OUTPUT: 36.55 | ANSWER: 31 | EVALUATION: False
331  OUTPUT: 8400 | ANSWER: 8400 | EVALUATION: True
332  OUTPUT: 44 | ANSWER: 44 | EVALUATION: True
333  OUTPUT: 100 | ANSWER: 100 | EVALUATION: True
334  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
335  OUTPUT: 310 | ANSWER: 310 | EVALUATION: True
336  OUTPUT: 72 | ANSWER: 72 | EVALUATION: True
337  OUTPUT: 1 | ANSWER: 1 | EVALUATION: True
338  OUTPUT: 60. | ANSWER: 60 | EVALUATION: True
339  OUTPUT: 20 | ANSWER: 160 | EVALUATION: False
340  OUTPUT: 3 | ANSWER: 4 | EVALUATION: False
341  OUTPUT: 280 | ANSWER: 260 | EVALUATION: False
342  OUTPUT: 87. | ANSWER: 87 | EVALUATION: True
343  OUTPUT: 180000 | ANSWER: 180000 | EVALUATION: True
344  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
345  OUTPUT: 310 | ANSWER: 310 | EVALUATION: True
346  OUTPUT: 9. | ANSWER: 9 | EVALUATION: True
347  OUTPUT: $36. | ANSWER: 36 | EVALUATION: True
348  OUTPUT: 10%. | ANSWER: 10 | EVALUATION: False
349  OUTPUT: 220 | ANSWER: 2640 | EVALUATION: False
350  OUTPUT: 8 | ANSWER: 8 | EVALUATION: True
351  OUTPUT: 10. | ANSWER: 10 | EVALUATION: True
352  OUTPUT: $21. | ANSWER: 21 | EVALUATION: True
353  OUTPUT: 8 | ANSWER: 20 | EVALUATION: False
354  OUTPUT: 125 | ANSWER: 45 | EVALUATION: False
355  OUTPUT: 34 | ANSWER: 34 | EVALUATION: True
356  OUTPUT: 27 | ANSWER: 21 | EVALUATION: False
357  OUTPUT: 12. | ANSWER: 2 | EVALUATION: False
358  OUTPUT: $20. | ANSWER: 20 | EVALUATION: True
359  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
360  OUTPUT: 25 | ANSWER: 25 | EVALUATION: True
361  OUTPUT: 27 | ANSWER: 20 | EVALUATION: False
362  OUTPUT: 23 | ANSWER: 23 | EVALUATION: True
363  OUTPUT: 5.857 | ANSWER: 6 | EVALUATION: False
364  OUTPUT: 49 | ANSWER: 49 | EVALUATION: True
365  OUTPUT: 18. | ANSWER: 18 | EVALUATION: True
366  OUTPUT: 9 | ANSWER: 9 | EVALUATION: True
367  OUTPUT: 19 | ANSWER: 19 | EVALUATION: True
368  OUTPUT: 24. | ANSWER: 18 | EVALUATION: False
369  OUTPUT: 1198 | ANSWER: 1198 | EVALUATION: True
370  OUTPUT: 320 | ANSWER: 320 | EVALUATION: True
371  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
372  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
373  OUTPUT: $240,000 | ANSWER: 240000 | EVALUATION: False
374  OUTPUT: 45 | ANSWER: 45 | EVALUATION: True
375  OUTPUT: 48 | ANSWER: 48 | EVALUATION: True
376  OUTPUT: 15 | ANSWER: 15 | EVALUATION: True
377  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
378  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
379  OUTPUT: 21. | ANSWER: 21 | EVALUATION: True
380  OUTPUT: 760.42 | ANSWER: 803 | EVALUATION: False
381  OUTPUT: 67 | ANSWER: 67 | EVALUATION: True
382  OUTPUT: 350 | ANSWER: 350 | EVALUATION: True
383  OUTPUT: 3.33 | ANSWER: 2 | EVALUATION: False
384  OUTPUT: approximately | ANSWER: 32 | EVALUATION: False
385  OUTPUT: 29. | ANSWER: 16 | EVALUATION: False
386  OUTPUT: 80. | ANSWER: 80 | EVALUATION: True
387  OUTPUT: $36. | ANSWER: 36 | EVALUATION: True
388  OUTPUT: 88 | ANSWER: 88 | EVALUATION: True
389  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
390  OUTPUT: 12 | ANSWER: 12 | EVALUATION: True
391  OUTPUT: 15 | ANSWER: 15 | EVALUATION: True
392  OUTPUT: $42. | ANSWER: 34 | EVALUATION: False
393  OUTPUT: 20%. | ANSWER: 20 | EVALUATION: False
394  OUTPUT: 92 | ANSWER: 92 | EVALUATION: True
395  OUTPUT: 67. | ANSWER: 38 | EVALUATION: False
396  OUTPUT: 3 | ANSWER: 3 | EVALUATION: True
397  OUTPUT: 30 | ANSWER: 25 | EVALUATION: False
398  OUTPUT: 168 | ANSWER: 168 | EVALUATION: True
399  OUTPUT: 12. | ANSWER: 12 | EVALUATION: True
400  OUTPUT: 48 | ANSWER: 48 | EVALUATION: True
401  OUTPUT: 14400 | ANSWER: 14400 | EVALUATION: True
402  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
403  OUTPUT: 4.5 | ANSWER: 81 | EVALUATION: False
404  OUTPUT: 22 | ANSWER: 22 | EVALUATION: True
405  OUTPUT: $50.00. | ANSWER: 50 | EVALUATION: False
406  OUTPUT: 160 | ANSWER: 200 | EVALUATION: False
407  OUTPUT: 8,000 | ANSWER: 2000 | EVALUATION: False
408  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
409  OUTPUT: 42000 | ANSWER: 168000 | EVALUATION: False
410  OUTPUT: 4.50 | ANSWER: 3 | EVALUATION: False
411  OUTPUT: $1110 | ANSWER: 1110 | EVALUATION: True
412  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
413  OUTPUT: 25. | ANSWER: 25 | EVALUATION: True
414  OUTPUT: 56 | ANSWER: 56 | EVALUATION: True
415  OUTPUT: 350 | ANSWER: 350 | EVALUATION: True
416  OUTPUT: 56 | ANSWER: 56 | EVALUATION: True
417  OUTPUT: 3140 | ANSWER: 3140 | EVALUATION: True
418  OUTPUT: 40 | ANSWER: 40 | EVALUATION: True
419  OUTPUT: 3,000 | ANSWER: 3000 | EVALUATION: False
420  OUTPUT: 17000 | ANSWER: 17000 | EVALUATION: True
421  OUTPUT: 12. | ANSWER: 12 | EVALUATION: True
422  OUTPUT: 284 | ANSWER: 284 | EVALUATION: True
423  OUTPUT: $2. | ANSWER: 8 | EVALUATION: False
424  OUTPUT: 570 | ANSWER: 570 | EVALUATION: True
425  OUTPUT: 150. | ANSWER: 150 | EVALUATION: True
426  OUTPUT: $11 | ANSWER: 11 | EVALUATION: True
427  OUTPUT: The numerical solution is 150. | ANSWER: 150 | EVALUATION: False
428  OUTPUT: 22 | ANSWER: 26 | EVALUATION: False
